#                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name            accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#    ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Ga0500011_004634_orf2    -          XVII                 -             0.0021   14.0   0.0    0.0024   13.9   0.0   1.1   1   0   0   1   1   1   1 -
Ga0500012_004241_orf1    -          XVIII                -            7.9e-17   57.3   2.6   9.3e-17   57.1   2.6   1.0   1   0   0   1   1   1   1 -
Ga0500013_005094_orf10   -          XVIII                -            1.2e-16   56.8   2.6   1.8e-16   56.2   2.6   1.3   1   0   0   1   1   1   1 -
Ga0500005_002616_orf18   -          XVIII                -            1.8e-15   52.9   0.7   2.3e-15   52.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0500006_002682_orf21   -          XVIII                -            1.8e-15   52.9   0.7   2.3e-15   52.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0500017_0003996_orf19  -          XVIII                -            1.8e-15   52.9   0.7   2.3e-15   52.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0500018_001608_orf15   -          XVIII                -            1.8e-15   52.9   0.7   2.3e-15   52.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0500030_003738_orf16   -          XVIII                -            1.8e-15   52.9   0.7   2.3e-15   52.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0505706_00084197_orf14 -          XVIII                -            3.6e-15   52.0   3.8   4.8e-15   51.6   3.8   1.1   1   0   0   1   1   1   1 -
Ga0505706_00153685_orf14 -          XVIII                -            6.2e-15   51.2   1.2     8e-15   50.9   1.2   1.1   1   0   0   1   1   1   1 -
Ga0501157_006299_orf4    -          XVIII                -            1.3e-13   47.0   2.5   1.6e-13   46.8   2.5   1.0   1   0   0   1   1   1   1 -
Ga0505706_00127399_orf9  -          XVIII                -            2.4e-13   46.1   0.9     3e-13   45.9   0.9   1.1   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf16  -          XVIII                -              6e-12   41.7   2.2   7.9e-12   41.3   2.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_01001969_orf8  -          XVIII                -            7.2e-12   41.4   0.8   8.7e-12   41.2   0.8   1.0   1   0   0   1   1   1   1 -
Ga0505706_00093977_orf16 -          XVIII                -            7.4e-12   41.4   1.6   7.4e-12   41.4   1.6   1.6   2   0   0   2   2   2   1 -
Ga0505706_00117367_orf15 -          XVIII                -            2.9e-11   39.5   0.6   3.5e-11   39.2   0.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00138351_orf14 -          XVIII                -            1.5e-10   37.2   0.5   2.1e-10   36.7   0.5   1.2   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf9  -          XVIII                -            1.8e-10   36.9   2.1   2.6e-10   36.5   2.1   1.2   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf26 -          XVIII                -            1.8e-10   36.9   0.7   2.2e-10   36.6   0.7   1.1   1   0   0   1   1   1   1 -
Ga0500022_002121_orf15   -          XVIII                -            2.8e-10   36.4   1.6     4e-10   35.8   1.6   1.2   1   0   0   1   1   1   1 -
Ga0505706_00937364_orf2  -          XVIII                -              5e-10   35.5   1.6   7.2e-10   35.0   1.6   1.2   1   0   0   1   1   1   1 -
Ga0505706_00332338_orf14 -          XVIII                -              9e-10   34.7   0.4     1e-09   34.5   0.4   1.0   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf23 -          XVIII                -            6.4e-09   32.0   0.7   7.1e-09   31.8   0.7   1.2   1   0   0   1   1   1   1 -
Ga0500022_006983_orf1    -          XVIII                -            9.3e-08   28.2   0.6   1.1e-07   28.0   0.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00969868_orf3  -          XVIII                -            2.3e-07   27.0   3.6     9e-07   25.1   3.5   1.9   1   1   0   1   1   1   1 -
Ga0505706_00072834_orf16 -          XVIII                -            3.8e-07   26.3   1.4     6e-07   25.7   1.4   1.3   1   0   0   1   1   1   1 -
Ga0500009_001431_orf24   -          XVIII                -            7.9e-07   25.3   0.1     1e-06   24.9   0.1   1.1   1   0   0   1   1   1   1 -
Ga0505706_00075008_orf16 -          XVIII                -            1.4e-06   24.5   3.7   2.3e-06   23.8   3.7   1.4   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf18 -          XVIII                -            2.6e-06   23.6   0.0   2.8e-06   23.5   0.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00344671_orf3  -          XVIII                -            7.7e-06   22.1   3.2   1.2e-05   21.5   3.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf14 -          XVIII                -            2.9e-05   20.2   0.8   4.9e-05   19.5   0.8   1.4   1   0   0   1   1   1   1 -
Ga0505706_00084834_orf12 -          XVIII                -            0.00022   17.4   0.7   0.00035   16.8   0.7   1.3   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf12 -          XVIII                -            0.00025   17.3   1.1   0.00037   16.7   1.1   1.2   1   0   0   1   1   1   1 -
Ga0505706_00231171_orf12 -          XVIII                -             0.0006   16.0   3.0   0.00083   15.6   3.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf4  -          XVIII                -             0.0041   13.4   2.2     0.006   12.8   2.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf13 -          XX                   -            8.5e-13   43.5   0.7   1.2e-12   43.1   0.7   1.1   1   0   0   1   1   1   1 -
Ga0505706_00231171_orf6  -          XX                   -            1.7e-11   39.4   2.9   2.2e-11   39.0   2.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00344671_orf9  -          XX                   -            2.5e-11   38.8   4.7   3.1e-11   38.5   4.7   1.2   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf21 -          XX                   -            3.6e-11   38.3   2.1   5.7e-11   37.7   2.1   1.3   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf23  -          XX                   -            8.4e-11   37.1   2.9   9.6e-11   37.0   2.9   1.0   1   0   0   1   1   1   1 -
Ga0505706_00117367_orf10 -          XX                   -            1.2e-10   36.6   2.7   1.9e-10   36.0   2.7   1.3   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf9  -          XX                   -            1.3e-10   36.5   6.6   1.3e-10   36.5   6.6   1.5   1   1   1   2   2   2   1 -
Ga0505706_00075008_orf11 -          XX                   -            1.9e-10   36.0   2.6   2.1e-10   35.9   2.6   1.2   1   1   0   1   1   1   1 -
Ga0500011_004634_orf8    -          XX                   -            2.1e-10   35.9   1.0   2.1e-10   35.9   1.0   1.1   1   0   0   1   1   1   1 -
Ga0500012_004241_orf6    -          XX                   -            2.1e-10   35.9   1.0   2.1e-10   35.9   1.0   1.1   1   0   0   1   1   1   1 -
Ga0500013_005094_orf5    -          XX                   -            2.1e-10   35.9   1.0   2.1e-10   35.9   1.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00084197_orf10 -          XX                   -            3.9e-10   35.0   0.6   5.5e-10   34.5   0.6   1.2   1   0   0   1   1   1   1 -
Ga0505706_00937364_orf7  -          XX                   -            1.2e-09   33.5   4.0   1.6e-09   33.1   4.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00969868_orf9  -          XX                   -            1.8e-09   32.9   1.1   2.3e-09   32.6   1.1   1.2   1   0   0   1   1   1   1 -
Ga0500022_006983_orf6    -          XX                   -            3.4e-09   32.0   2.0   5.3e-09   31.4   2.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00072834_orf21 -          XX                   -              5e-09   31.5   0.9   5.4e-09   31.4   0.9   1.1   1   0   0   1   1   1   1 -
Ga0505706_01001969_orf2  -          XX                   -            1.4e-08   30.0   2.2   1.7e-08   29.8   2.2   1.1   1   0   0   1   1   1   1 -
Ga0500009_001431_orf19   -          XX                   -              1e-07   27.3   0.4   1.1e-07   27.2   0.4   1.1   1   0   0   1   1   1   1 -
Ga0505706_00138351_orf9  -          XX                   -            1.1e-07   27.2   3.9   1.4e-07   26.8   3.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf19 -          XX                   -            3.8e-07   25.4   0.7   5.5e-07   24.9   0.7   1.3   1   0   0   1   1   1   1 -
Ga0505706_00127399_orf13 -          XX                   -            7.2e-07   24.5   2.4   1.2e-06   23.8   2.4   1.4   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf18 -          XX                   -            1.1e-05   20.8   2.3   1.4e-05   20.4   2.3   1.2   1   0   0   1   1   1   1 -
Ga0500006_012856_orf2    -          XX                   -            2.9e-05   19.4   3.2   3.5e-05   19.1   3.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf15 -          XX                   -            3.1e-05   19.3   2.5   5.1e-05   18.6   2.5   1.5   1   1   0   1   1   1   1 -
Ga0505706_00373652_orf5  -          XX                   -            3.9e-05   19.0   8.7   7.1e-05   18.2   8.7   1.6   1   1   0   1   1   1   1 -
Ga0505706_00093977_orf20 -          XX                   -            5.7e-05   18.5   4.3   8.7e-05   17.9   4.3   1.3   1   0   0   1   1   1   1 -
Ga0505706_00153685_orf19 -          XX                   -            0.00015   17.2   2.3   0.00024   16.5   2.3   1.4   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf24  -          XX                   -            0.00022   16.6   0.9   0.00027   16.3   0.9   1.2   1   0   0   1   1   1   1 -
Ga0500006_002682_orf16   -          XX                   -             0.0012   14.3   1.3    0.0016   13.8   1.3   1.3   1   1   0   1   1   1   1 -
Ga0500017_0003996_orf24  -          XX                   -             0.0012   14.3   1.3    0.0016   13.8   1.3   1.3   1   1   0   1   1   1   1 -
Ga0500018_001608_orf20   -          XX                   -             0.0012   14.3   1.3    0.0016   13.8   1.3   1.3   1   1   0   1   1   1   1 -
Ga0500030_003738_orf11   -          XX                   -             0.0012   14.3   1.3    0.0016   13.8   1.3   1.3   1   1   0   1   1   1   1 -
Ga0505706_00334178_orf10 -          XX                   -             0.0013   14.2   0.6    0.0022   13.4   0.6   1.5   1   0   0   1   1   1   1 -
Ga0501157_006299_orf8    -          XX                   -             0.0098   11.3   3.4     0.013   10.9   3.4   1.4   1   1   0   1   1   1   1 -
Ga0505706_00078677_orf20 -          XX                   -              0.014   10.8   4.6     0.021   10.3   4.6   1.5   1   1   0   1   1   1   0 -
Ga0505706_00937364_orf8  -          XX                   -              0.022   10.2   4.8     0.032    9.7   4.8   1.4   1   1   0   1   1   1   0 -
Ga0505706_00117367_orf15 -          XX                   -              0.054    8.9   3.6       1.2    4.7   0.1   2.9   3   0   0   3   3   3   0 -
Ga0505706_00231171_orf8  -          XXII                 -            6.6e-13   44.0   2.1   6.6e-13   44.0   2.1   1.3   1   1   0   1   1   1   1 -
Ga0505706_00078677_orf23 -          XXII                 -            3.6e-09   32.1   2.9     5e-09   31.6   2.9   1.2   1   0   0   1   1   1   1 -
Ga0500009_001431_orf21   -          XXII                 -            1.1e-08   30.6   1.1   1.1e-08   30.5   1.1   1.1   1   0   0   1   1   1   1 -
Ga0501157_006299_orf6    -          XXII                 -            1.2e-08   30.4   0.8   1.9e-08   29.7   0.8   1.3   1   0   0   1   1   1   1 -
Ga0505706_00084197_orf12 -          XXII                 -            2.1e-08   29.6   0.6   2.7e-08   29.3   0.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00969868_orf7  -          XXII                 -            4.7e-08   28.5   1.7   5.7e-08   28.2   1.7   1.1   1   0   0   1   1   1   1 -
Ga0505706_00093977_orf18 -          XXII                 -            8.7e-08   27.6   3.7   1.1e-07   27.3   3.7   1.1   1   0   0   1   1   1   1 -
Ga0500012_004241_orf4    -          XXII                 -              1e-07   27.4   3.2   1.2e-07   27.1   3.2   1.1   1   0   0   1   1   1   1 -
Ga0500013_005094_orf7    -          XXII                 -              1e-07   27.4   3.2   1.2e-07   27.1   3.2   1.1   1   0   0   1   1   1   1 -
Ga0505706_00138351_orf11 -          XXII                 -              1e-06   24.2   3.0   1.7e-06   23.5   3.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00937364_orf5  -          XXII                 -            2.7e-06   22.9   1.0   3.8e-06   22.4   1.0   1.2   1   0   0   1   1   1   1 -
Ga0505706_00075008_orf13 -          XXII                 -            3.5e-06   22.5   0.8     5e-06   22.0   0.8   1.2   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf7  -          XXII                 -            4.2e-06   22.2   0.1   7.2e-06   21.5   0.1   1.3   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf20  -          XXII                 -              1e-05   21.0   1.6   1.2e-05   20.8   1.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00332338_orf16 -          XXII                 -            0.00012   17.6   0.6   0.00012   17.6   0.6   1.0   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf8  -          XXII                 -            0.00013   17.5   0.3   0.00018   17.0   0.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf16 -          XXII                 -            0.00015   17.3   0.1   0.00018   17.1   0.1   1.1   1   0   0   1   1   1   1 -
Ga0505706_00117367_orf13 -          XXII                 -            0.00022   16.7   0.1   0.00025   16.5   0.1   1.1   1   0   0   1   1   1   1 -
Ga0505706_00344671_orf5  -          XXII                 -            0.00025   16.6   0.6   0.00037   16.0   0.6   1.2   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf21 -          XXII                 -            0.00035   16.1   0.6    0.0004   15.9   0.6   1.1   1   0   0   1   1   1   1 -
Ga0505706_00334178_orf12 -          XXII                 -            0.00039   15.9   0.3   0.00044   15.8   0.3   1.1   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf16 -          XXII                 -            0.00054   15.5   0.7   0.00068   15.2   0.7   1.3   1   0   0   1   1   1   1 -
Ga0505706_00127399_orf11 -          XXII                 -             0.0015   14.1   0.3    0.0017   13.9   0.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00072834_orf19 -          XXII                 -             0.0021   13.6   1.2    0.0034   12.9   1.2   1.3   1   0   0   1   1   1   1 -
Ga0500005_002616_orf29   -          XXXI                 -            6.2e-15   51.1   0.0   1.3e-14   50.1   0.0   1.5   1   0   0   1   1   1   1 -
Ga0500006_002682_orf9    -          XXXI                 -            6.2e-15   51.1   0.0   1.3e-14   50.1   0.0   1.5   1   0   0   1   1   1   1 -
Ga0500018_001608_orf28   -          XXXI                 -            6.2e-15   51.1   0.0   1.3e-14   50.1   0.0   1.5   1   0   0   1   1   1   1 -
Ga0500030_003738_orf4    -          XXXI                 -            6.2e-15   51.1   0.0   1.3e-14   50.1   0.0   1.5   1   0   0   1   1   1   1 -
Ga0500011_004634_orf1    -          XXXI                 -            1.6e-14   49.8   0.0   1.7e-14   49.7   0.0   1.1   1   0   0   1   1   1   1 -
Ga0500022_002121_orf26   -          XXXI                 -            4.5e-14   48.3   0.0   8.4e-14   47.5   0.0   1.4   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf29  -          XXXI                 -            7.7e-13   44.4   0.0   8.1e-13   44.3   0.0   1.0   1   0   0   1   1   1   1 -
Ga0501157_006299_orf15   -          XXXI                 -            3.3e-12   42.3   0.0     6e-12   41.5   0.0   1.4   1   0   0   1   1   1   1 -
Ga0500009_001431_orf12   -          XXXI                 -            9.5e-10   34.4   0.0   1.5e-09   33.8   0.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf21 -          XXXI                 -              3e-09   32.8   0.2   3.6e-09   32.5   0.2   1.1   1   0   0   1   1   1   1 -
Ga0505706_00334178_orf4  -          XXXI                 -            7.2e-08   28.3   0.0     1e-07   27.8   0.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf14 -          XXXI                 -            8.3e-08   28.1   0.0     1e-07   27.8   0.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00334178_orf3  -          XXXI                 -            2.5e-07   26.5   0.0   6.2e-07   25.3   0.0   1.7   2   0   0   2   2   2   1 -
Ga0505706_00332338_orf3  -          XXXI                 -            0.00011   18.1   0.0    0.0012   14.7   0.0   2.1   2   0   0   2   2   2   1 -
Ga0505706_00098891_orf25 -          XXXI                 -             0.0027   13.5   0.0    0.0042   12.9   0.0   1.3   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf11 -          XXXII                -            3.8e-19   64.1   6.5   4.8e-19   63.7   6.5   1.2   1   0   0   1   1   1   1 -
Ga0505706_00937364_orf1  -          XXXII                -            5.2e-18   60.4   8.6   5.2e-18   60.4   8.6   1.8   2   0   0   2   2   2   1 -
Ga0505706_00127399_orf8  -          XXXII                -            5.6e-16   53.9   8.6   6.5e-16   53.7   8.6   1.1   1   0   0   1   1   1   1 -
Ga0500013_005094_orf12   -          XXXII                -            7.1e-15   50.4   7.4   9.1e-15   50.0   7.4   1.2   1   0   0   1   1   1   1 -
Ga0505706_00969868_orf2  -          XXXII                -            1.4e-14   49.5  10.9   1.9e-14   49.0  10.9   1.2   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf15  -          XXXII                -            1.8e-14   49.1   6.4   2.2e-14   48.8   6.4   1.1   1   0   0   1   1   1   1 -
Ga0505706_00231171_orf13 -          XXXII                -            2.1e-14   48.9   5.2   2.1e-14   48.9   5.2   1.5   2   0   0   2   2   1   1 -
Ga0505706_00087319_orf24 -          XXXII                -            5.1e-14   47.6   7.9     8e-14   47.0   7.9   1.3   1   0   0   1   1   1   1 -
Ga0500009_001431_orf25   -          XXXII                -            6.1e-14   47.4   8.3   7.6e-14   47.1   8.3   1.2   1   0   0   1   1   1   1 -
Ga0501157_006299_orf3    -          XXXII                -            1.4e-13   46.2   6.8   1.5e-13   46.2   6.8   1.0   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf28 -          XXXII                -            3.6e-13   44.9   6.0   3.6e-13   44.9   6.0   1.4   1   1   0   1   1   1   1 -
Ga0505706_00344671_orf2  -          XXXII                -            7.2e-13   43.9   5.9   1.1e-12   43.4   5.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00117367_orf16 -          XXXII                -            7.7e-13   43.8   7.1   9.6e-13   43.5   7.1   1.2   1   0   0   1   1   1   1 -
Ga0500013_005094_orf11   -          XXXII                -            1.6e-12   42.9   4.5   2.2e-12   42.4   4.5   1.3   1   0   0   1   1   1   1 -
Ga0505706_00072834_orf14 -          XXXII                -            2.4e-12   42.3   5.1   2.9e-12   42.0   5.1   1.1   1   0   0   1   1   1   1 -
Ga0505706_00084197_orf15 -          XXXII                -            4.9e-12   41.3   6.1   4.9e-12   41.3   6.1   1.5   2   0   0   2   2   1   1 -
Ga0500032_0002123_orf14  -          XXXII                -              5e-12   41.2   6.2   6.2e-12   40.9   6.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_00138351_orf16 -          XXXII                -            8.6e-12   40.5   5.0   9.9e-12   40.3   5.0   1.1   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf19 -          XXXII                -            8.9e-12   40.4  10.7   1.1e-11   40.1  10.7   1.2   1   0   0   1   1   1   1 -
Ga0505706_00084834_orf10 -          XXXII                -            3.4e-11   38.6   4.1   4.6e-11   38.2   4.1   1.3   1   0   0   1   1   1   1 -
Ga0505706_00075008_orf17 -          XXXII                -              4e-11   38.3   6.4     6e-11   37.8   6.4   1.2   1   0   0   1   1   1   1 -
Ga0505706_00344671_orf1  -          XXXII                -            6.4e-11   37.7   3.1   6.9e-11   37.6   3.1   1.0   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf13  -          XXXII                -            1.9e-10   36.2   4.9   2.7e-10   35.7   4.9   1.3   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf25 -          XXXII                -            3.4e-10   35.4   8.5   4.6e-10   35.0   8.5   1.2   1   0   0   1   1   1   1 -
Ga0505706_01001969_orf9  -          XXXII                -            3.4e-10   35.4   9.8   5.8e-10   34.6   9.8   1.4   1   0   0   1   1   1   1 -
Ga0505706_00075008_orf18 -          XXXII                -            5.9e-10   34.6   3.3   8.5e-10   34.1   3.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00093977_orf15 -          XXXII                -            6.5e-10   34.5   5.9   7.2e-10   34.3   5.9   1.0   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf12 -          XXXII                -            7.3e-10   34.3   4.9   9.6e-10   33.9   4.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf27 -          XXXII                -            1.5e-09   33.3   7.2   2.1e-09   32.9   7.2   1.2   1   0   0   1   1   1   1 -
Ga0505706_00072834_orf15 -          XXXII                -            1.6e-09   33.2  11.9   2.1e-09   32.8  11.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00425488_orf4  -          XXXII                -            2.1e-09   32.9   3.3   2.8e-09   32.5   3.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00084834_orf11 -          XXXII                -            2.1e-09   32.8   6.6   2.1e-09   32.8   6.6   1.7   1   1   1   2   2   2   1 -
Ga0505706_00138351_orf15 -          XXXII                -            2.4e-09   32.7   5.5   2.5e-09   32.6   5.5   1.0   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf20 -          XXXII                -            4.8e-09   31.7   8.2   5.5e-09   31.5   8.2   1.1   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf10 -          XXXII                -              8e-09   31.0   6.2     8e-09   31.0   6.2   2.0   2   0   0   2   2   2   1 -
Ga0505706_00093977_orf14 -          XXXII                -            1.2e-08   30.4   3.7   1.5e-08   30.1   3.7   1.2   1   0   0   1   1   1   1 -
Ga0505706_00137823_orf2  -          XXXII                -            2.3e-08   29.5   6.1   2.7e-08   29.3   6.1   1.1   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf13 -          XXXII                -            2.4e-08   29.4  12.1   4.2e-08   28.7  12.1   1.4   1   0   0   1   1   1   1 -
Ga0501157_006299_orf2    -          XXXII                -              1e-07   27.4   7.2   1.2e-07   27.2   7.2   1.1   1   0   0   1   1   1   1 -
Ga0505706_00425488_orf5  -          XXXII                -            2.8e-07   26.0   5.3   2.8e-07   26.0   5.3   1.6   2   0   0   2   2   1   1 -
Ga0505706_00067931_orf11 -          XXXII                -            3.8e-07   25.6  10.6   3.8e-07   25.6  10.6   2.3   2   0   0   2   2   2   1 -
Ga0505706_00117367_orf17 -          XXXII                -            4.3e-07   25.5   9.9   4.7e-07   25.3   9.9   1.1   1   0   0   1   1   1   1 -
Ga0500022_002121_orf14   -          XXXII                -            5.4e-07   25.1   6.9   7.5e-07   24.7   6.9   1.3   1   0   0   1   1   1   1 -
Ga0500005_002616_orf17   -          XXXII                -            5.9e-07   25.0   3.2   7.5e-07   24.7   3.2   1.1   1   0   0   1   1   1   1 -
Ga0500006_002682_orf22   -          XXXII                -            5.9e-07   25.0   3.2   7.5e-07   24.7   3.2   1.1   1   0   0   1   1   1   1 -
Ga0500017_0003996_orf18  -          XXXII                -            5.9e-07   25.0   3.2   7.5e-07   24.7   3.2   1.1   1   0   0   1   1   1   1 -
Ga0500018_001608_orf14   -          XXXII                -            5.9e-07   25.0   3.2   7.5e-07   24.7   3.2   1.1   1   0   0   1   1   1   1 -
Ga0500030_003738_orf17   -          XXXII                -            5.9e-07   25.0   3.2   7.5e-07   24.7   3.2   1.1   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf10 -          XXXII                -              7e-07   24.8   4.0   9.1e-07   24.4   4.0   1.2   1   0   0   1   1   1   1 -
Ga0505706_00332338_orf13 -          XXXII                -            6.9e-06   21.6   1.4   6.9e-06   21.6   1.4   1.5   2   0   0   2   2   1   1 -
Ga0505706_00969868_orf1  -          XXXII                -            1.6e-05   20.4   3.7   1.6e-05   20.4   3.7   1.1   1   0   0   1   1   1   1 -
Ga0505706_00067931_orf2  -          XXXII                -            5.2e-05   18.8   3.8   5.2e-05   18.8   3.8   2.4   2   1   1   3   3   2   1 -
Ga0505706_00153685_orf13 -          XXXII                -              6e-05   18.6   6.9   7.7e-05   18.2   6.9   1.2   1   0   0   1   1   1   1 -
Ga0505706_00138351_orf21 -          XXXIII               -             0.0053   12.3   0.3    0.0079   11.8   0.2   1.4   1   1   0   1   1   1   1 -
Ga0500013_005094_orf12   -          XXXIV                -            2.8e-25   84.0   6.1   3.4e-25   83.7   6.1   1.0   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf28 -          XXXIV                -            1.5e-22   75.2   3.8   1.6e-22   75.1   3.8   1.0   1   0   0   1   1   1   1 -
Ga0505706_00937364_orf1  -          XXXIV                -            1.4e-21   72.1  10.4   1.5e-21   72.0  10.4   1.0   1   0   0   1   1   1   1 -
Ga0505706_00373652_orf11 -          XXXIV                -            4.6e-20   67.2   7.8   4.6e-20   67.2   7.8   1.3   1   1   0   1   1   1   1 -
Ga0505706_00969868_orf2  -          XXXIV                -            7.4e-19   63.4   6.1   7.9e-19   63.3   6.1   1.0   1   0   0   1   1   1   1 -
Ga0505706_00084197_orf15 -          XXXIV                -            1.1e-18   62.9   8.5   1.1e-18   62.9   8.5   1.2   1   1   0   1   1   1   1 -
Ga0500032_0002123_orf14  -          XXXIV                -            2.5e-18   61.7   7.8   3.3e-18   61.3   7.8   1.2   1   0   0   1   1   1   1 -
Ga0505706_01001969_orf9  -          XXXIV                -            2.6e-18   61.6   6.3   3.8e-18   61.1   6.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00087319_orf25 -          XXXIV                -            4.2e-18   61.0   9.1   4.8e-18   60.8   9.1   1.0   1   0   0   1   1   1   1 -
Ga0505706_00127399_orf8  -          XXXIV                -            7.8e-18   60.1  14.9   1.2e-17   59.5  14.9   1.3   1   1   0   1   1   1   1 -
Ga0505706_00138351_orf16 -          XXXIV                -            4.4e-17   57.7   6.4   4.9e-17   57.5   6.4   1.1   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf15  -          XXXIV                -            1.1e-16   56.4   6.1   1.2e-16   56.2   6.1   1.0   1   0   0   1   1   1   1 -
Ga0501157_006299_orf2    -          XXXIV                -            1.6e-16   55.9   9.0   1.8e-16   55.7   9.0   1.0   1   0   0   1   1   1   1 -
Ga0500013_005094_orf11   -          XXXIV                -            1.2e-15   53.1   2.5   1.4e-15   52.8   2.5   1.1   1   0   0   1   1   1   1 -
Ga0505706_00075641_orf20 -          XXXIV                -            2.1e-15   52.3   8.5   2.3e-15   52.2   8.5   1.0   1   0   0   1   1   1   1 -
Ga0500032_0002123_orf13  -          XXXIV                -            4.8e-15   51.2   6.7     5e-15   51.1   6.7   1.0   1   0   0   1   1   1   1 -
Ga0505706_00078677_orf27 -          XXXIV                -              5e-15   51.1   9.3   6.4e-15   50.8   9.3   1.2   1   0   0   1   1   1   1 -
Ga0505706_00084834_orf10 -          XXXIV                -            9.6e-15   50.2   7.2   9.6e-15   50.2   7.2   1.5   1   1   1   2   2   2   1 -
Ga0505706_00117367_orf17 -          XXXIV                -            1.2e-14   49.9   7.8   1.3e-14   49.7   7.8   1.1   1   0   0   1   1   1   1 -
Ga0500005_002616_orf17   -          XXXIV                -            1.8e-14   49.4   2.7     2e-14   49.2   2.7   1.0   1   0   0   1   1   1   1 -
Ga0500006_002682_orf22   -          XXXIV                -            1.8e-14   49.4   2.7     2e-14   49.2   2.7   1.0   1   0   0   1   1   1   1 -
Ga0500017_0003996_orf18  -          XXXIV                -            1.8e-14   49.4   2.7     2e-14   49.2   2.7   1.0   1   0   0   1   1   1   1 -
Ga0500018_001608_orf14   -          XXXIV                -            1.8e-14   49.4   2.7     2e-14   49.2   2.7   1.0   1   0   0   1   1   1   1 -
Ga0500030_003738_orf17   -          XXXIV                -            1.8e-14   49.4   2.7     2e-14   49.2   2.7   1.0   1   0   0   1   1   1   1 -
Ga0505706_00098891_orf12 -          XXXIV                -            6.9e-14   47.5   4.3   9.9e-14   47.0   4.3   1.2   1   0   0   1   1   1   1 -
