chrom	start	end	NucDiv	Middle
NC_001421.2	14225	14250	0.118566	14237.5
NC_001421.2	14250	14275	0.141568	14262.5
NC_001421.2	14275	14300	0.107483	14287.5
NC_001421.2	14300	14325	0.108678	14312.5
NC_001421.2	14325	14350	0.0386557	14337.5
NC_001421.2	14350	14375	0.0884541	14362.5
NC_001421.2	14375	14400	0.0165198	14387.5
NC_001421.2	14400	14425	0.0537117	14412.5
NC_001421.2	14425	14450	0.0336072	14437.5
NC_001421.2	14450	14475	0.0090814	14462.5
NC_001421.2	14475	14500	0.0226736	14487.5
NC_001421.2	14500	14525	0.0461837	14512.5
NC_001421.2	14525	14550	0.00854369	14537.5
NC_001421.2	14550	14575	0.0562808	14562.5
NC_001421.2	14575	14600	0.0280807	14587.5
NC_001421.2	14600	14625	0.0639283	14612.5
NC_001421.2	14625	14650	0.0910829	14637.5
NC_001421.2	14650	14675	0.0358476	14662.5
NC_001421.2	14675	14700	0.0345034	14687.5
NC_001421.2	14700	14725	0.0601046	14712.5
NC_001421.2	14725	14750	0.0564302	14737.5
NC_001421.2	14750	14775	0.0635698	14762.5
NC_001421.2	14775	14800	0.0964899	14787.5
NC_001421.2	14800	14825	0.10357	14812.5
NC_001421.2	14825	14850	0.0319044	14837.5
NC_001421.2	14850	14875	0.0479761	14862.5
NC_001421.2	14875	14900	0.0383271	14887.5
NC_001421.2	14900	14925	0.0	14912.5
NC_001421.2	14925	14950	0.0	14937.5
NC_001421.2	14950	14975	0.0	14962.5
NC_001421.2	14975	15000	0.0	14987.5
NC_001421.2	15000	15025	0.0	15012.5
